年度,縣市別,行業別,統計項目,單位,中小企業(百萬元),大企業(百萬元)
2022,臺東縣,農、林、漁、牧業與礦業及土石採取業,銷售額,百萬元,1844, 
2022,離島地區,農、林、漁、牧業與礦業及土石採取業,銷售額,百萬元,2575,0
2022,總計,製造業,銷售額,百萬元,5572416,14528445
2022,臺北市,製造業,銷售額,百萬元,329502,1815659
2022,新北市,製造業,銷售額,百萬元,821738,1100489
2022,桃園市,製造業,銷售額,百萬元,826596,1920745
2022,臺中市,製造業,銷售額,百萬元,1003890,1057927
2022,臺南市,製造業,銷售額,百萬元,453812,807681
2022,高雄市,製造業,銷售額,百萬元,555000,1944698
2022,基隆市,製造業,銷售額,百萬元,10120,15372
2022,宜蘭縣,製造業,銷售額,百萬元,68976,44724
2022,新竹市,製造業,銷售額,百萬元,120403,3003229
2022,新竹縣,製造業,銷售額,百萬元,235617,728813
2022,苗栗縣,製造業,銷售額,百萬元,189358,268561
2022,彰化縣,製造業,銷售額,百萬元,424602,527713
2022,南投縣,製造業,銷售額,百萬元,54772,120852
2022,雲林縣,製造業,銷售額,百萬元,267707,991958
2022,嘉義市,製造業,銷售額,百萬元,27674,5485
2022,嘉義縣,製造業,銷售額,百萬元,104773,48749
2022,屏東縣,製造業,銷售額,百萬元,59215,88647
2022,花蓮縣,製造業,銷售額,百萬元,12127, 
2022,臺東縣,製造業,銷售額,百萬元,4367, 
2022,離島地區,製造業,銷售額,百萬元,2168, 
2022,總計,電力及燃氣供應業與用水供應及污染整治業,銷售額,百萬元,1082880,351565
2022,臺北市,電力及燃氣供應業與用水供應及污染整治業,銷售額,百萬元,94616,36041
2022,新北市,電力及燃氣供應業與用水供應及污染整治業,銷售額,百萬元,69362,20152
2022,桃園市,電力及燃氣供應業與用水供應及污染整治業,銷售額,百萬元,109328,49768
2022,臺中市,電力及燃氣供應業與用水供應及污染整治業,銷售額,百萬元,121995,39007
2022,臺南市,電力及燃氣供應業與用水供應及污染整治業,銷售額,百萬元,135623,28406
2022,高雄市,電力及燃氣供應業與用水供應及污染整治業,銷售額,百萬元,228305,35102
2022,基隆市,電力及燃氣供應業與用水供應及污染整治業,銷售額,百萬元,11911, 
2022,宜蘭縣,電力及燃氣供應業與用水供應及污染整治業,銷售額,百萬元,1573, 
2022,新竹市,電力及燃氣供應業與用水供應及污染整治業,銷售額,百萬元,74273, 
2022,新竹縣,電力及燃氣供應業與用水供應及污染整治業,銷售額,百萬元,11789,13955
2022,苗栗縣,電力及燃氣供應業與用水供應及污染整治業,銷售額,百萬元,103039, 
2022,彰化縣,電力及燃氣供應業與用水供應及污染整治業,銷售額,百萬元,42531,18397
2022,南投縣,電力及燃氣供應業與用水供應及污染整治業,銷售額,百萬元,14972, 
2022,雲林縣,電力及燃氣供應業與用水供應及污染整治業,銷售額,百萬元,6428,44153
2022,嘉義市,電力及燃氣供應業與用水供應及污染整治業,銷售額,百萬元,18085, 
2022,嘉義縣,電力及燃氣供應業與用水供應及污染整治業,銷售額,百萬元,5677, 
2022,屏東縣,電力及燃氣供應業與用水供應及污染整治業,銷售額,百萬元,18507,4243
2022,花蓮縣,電力及燃氣供應業與用水供應及污染整治業,銷售額,百萬元,8409, 
2022,臺東縣,電力及燃氣供應業與用水供應及污染整治業,銷售額,百萬元,3384,0
2022,離島地區,電力及燃氣供應業與用水供應及污染整治業,銷售額,百萬元,3072,0
2022,總計,營建工程業,銷售額,百萬元,2418945,1178333
2022,臺北市,營建工程業,銷售額,百萬元,329953,577399
2022,新北市,營建工程業,銷售額,百萬元,391427,142108
2022,桃園市,營建工程業,銷售額,百萬元,236260,65432
2022,臺中市,營建工程業,銷售額,百萬元,351225,130731
2022,臺南市,營建工程業,銷售額,百萬元,158099,34022
2022,高雄市,營建工程業,銷售額,百萬元,324826,142811
2022,基隆市,營建工程業,銷售額,百萬元,21075, 
2022,宜蘭縣,營建工程業,銷售額,百萬元,40815,3502
2022,新竹市,營建工程業,銷售額,百萬元,93760,26219
2022,新竹縣,營建工程業,銷售額,百萬元,66687,27746
2022,苗栗縣,營建工程業,銷售額,百萬元,47285,8175
2022,彰化縣,營建工程業,銷售額,百萬元,84069, 
2022,南投縣,營建工程業,銷售額,百萬元,28936,0
2022,雲林縣,營建工程業,銷售額,百萬元,78229,3834
2022,嘉義市,營建工程業,銷售額,百萬元,24241,4690
2022,嘉義縣,營建工程業,銷售額,百萬元,35881,0
2022,屏東縣,營建工程業,銷售額,百萬元,52477,5373
2022,花蓮縣,營建工程業,銷售額,百萬元,23603,3565
2022,臺東縣,營建工程業,銷售額,百萬元,11378, 
2022,離島地區,營建工程業,銷售額,百萬元,18718, 
2022,總計,批發及零售業,銷售額,百萬元,12825088,5882438
2022,臺北市,批發及零售業,銷售額,百萬元,3952091,3192803
2022,新北市,批發及零售業,銷售額,百萬元,1868117,815344
2022,桃園市,批發及零售業,銷售額,百萬元,1151068,230521
2022,臺中市,批發及零售業,銷售額,百萬元,1583169,217268
2022,臺南市,批發及零售業,銷售額,百萬元,758395,180374
2022,高雄市,批發及零售業,銷售額,百萬元,1352467,544739
2022,基隆市,批發及零售業,銷售額,百萬元,60909, 
2022,宜蘭縣,批發及零售業,銷售額,百萬元,109827,4367
2022,新竹市,批發及零售業,銷售額,百萬元,281723,454576
2022,新竹縣,批發及零售業,銷售額,百萬元,284540,113123
2022,苗栗縣,批發及零售業,銷售額,百萬元,143924,41028
2022,彰化縣,批發及零售業,銷售額,百萬元,408190,33695
2022,南投縣,批發及零售業,銷售額,百萬元,100606,3086
2022,雲林縣,批發及零售業,銷售額,百萬元,172847,16867
2022,嘉義市,批發及零售業,銷售額,百萬元,132733,5532
2022,嘉義縣,批發及零售業,銷售額,百萬元,109910,10632
2022,屏東縣,批發及零售業,銷售額,百萬元,203286,14169
2022,花蓮縣,批發及零售業,銷售額,百萬元,72367,2743
2022,臺東縣,批發及零售業,銷售額,百萬元,36305, 
2022,離島地區,批發及零售業,銷售額,百萬元,42616,432
2022,總計,運輸及倉儲業,銷售額,百萬元,1174563,769064
2022,臺北市,運輸及倉儲業,銷售額,百萬元,604449,446563
2022,新北市,運輸及倉儲業,銷售額,百萬元,69092,75217
2022,桃園市,運輸及倉儲業,銷售額,百萬元,124752,120593
2022,臺中市,運輸及倉儲業,銷售額,百萬元,69095,8794
2022,臺南市,運輸及倉儲業,銷售額,百萬元,28814,6779
2022,高雄市,運輸及倉儲業,銷售額,百萬元,131365,41162
2022,基隆市,運輸及倉儲業,銷售額,百萬元,27839,57118
2022,宜蘭縣,運輸及倉儲業,銷售額,百萬元,12216, 
2022,新竹市,運輸及倉儲業,銷售額,百萬元,8632, 
2022,新竹縣,運輸及倉儲業,銷售額,百萬元,10099,5731
2022,苗栗縣,運輸及倉儲業,銷售額,百萬元,8519,0
2022,彰化縣,運輸及倉儲業,銷售額,百萬元,18093, 
2022,南投縣,運輸及倉儲業,銷售額,百萬元,5748, 
2022,雲林縣,運輸及倉儲業,銷售額,百萬元,11581, 
2022,嘉義市,運輸及倉儲業,銷售額,百萬元,4892, 
2022,嘉義縣,運輸及倉儲業,銷售額,百萬元,13835,0
2022,屏東縣,運輸及倉儲業,銷售額,百萬元,6616, 
2022,花蓮縣,運輸及倉儲業,銷售額,百萬元,5758, 
2022,臺東縣,運輸及倉儲業,銷售額,百萬元,4253, 
2022,離島地區,運輸及倉儲業,銷售額,百萬元,8914, 
2022,總計,住宿及餐飲業,銷售額,百萬元,695994,112858
2022,臺北市,住宿及餐飲業,銷售額,百萬元,163677,63750
2022,新北市,住宿及餐飲業,銷售額,百萬元,83852,3206
2022,桃園市,住宿及餐飲業,銷售額,百萬元,57136,7251
2022,臺中市,住宿及餐飲業,銷售額,百萬元,97959,8891
2022,臺南市,住宿及餐飲業,銷售額,百萬元,50999,3360
2022,高雄市,住宿及餐飲業,銷售額,百萬元,73394,5042
2022,基隆市,住宿及餐飲業,銷售額,百萬元,7084, 
2022,宜蘭縣,住宿及餐飲業,銷售額,百萬元,16384,3847
2022,新竹市,住宿及餐飲業,銷售額,百萬元,17682,1000
2022,新竹縣,住宿及餐飲業,銷售額,百萬元,16053, 
2022,苗栗縣,住宿及餐飲業,銷售額,百萬元,10173,1824
2022,彰化縣,住宿及餐飲業,銷售額,百萬元,18628, 
2022,南投縣,住宿及餐飲業,銷售額,百萬元,13343,1820
2022,雲林縣,住宿及餐飲業,銷售額,百萬元,8155, 
2022,嘉義市,住宿及餐飲業,銷售額,百萬元,10222,877
2022,嘉義縣,住宿及餐飲業,銷售額,百萬元,6089, 
2022,屏東縣,住宿及餐飲業,銷售額,百萬元,17558,1597
2022,花蓮縣,住宿及餐飲業,銷售額,百萬元,12393,2968
2022,臺東縣,住宿及餐飲業,銷售額,百萬元,8390,1342
2022,離島地區,住宿及餐飲業,銷售額,百萬元,6821,1512
2022,總計,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,854209,816846
2022,臺北市,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,611672,635160
2022,新北市,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,81799,83872
2022,桃園市,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,11388,6995
2022,臺中市,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,42985,10093
2022,臺南市,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,14981,3653
2022,高雄市,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,27391,10602
2022,基隆市,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,4326, 
2022,宜蘭縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,3127, 
2022,新竹市,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,15151,21340
2022,新竹縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,6233,37442
2022,苗栗縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,4116, 
2022,彰化縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,7477, 
2022,南投縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,3398, 
2022,雲林縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,4373, 
2022,嘉義市,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,5196, 
2022,嘉義縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,576, 
2022,屏東縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,3928, 
2022,花蓮縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,2839, 
2022,臺東縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,1646, 
2022,離島地區,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,1606, 
2022,總計,金融及保險業,銷售額,百萬元,1419316,1719696
2022,臺北市,金融及保險業,銷售額,百萬元,821372,1623884
2022,新北市,金融及保險業,銷售額,百萬元,122366,16101
2022,桃園市,金融及保險業,銷售額,百萬元,75775,13064
2022,臺中市,金融及保險業,銷售額,百萬元,113519,23952
2022,臺南市,金融及保險業,銷售額,百萬元,53609,3285
2022,高雄市,金融及保險業,銷售額,百萬元,98746,12053
2022,基隆市,金融及保險業,銷售額,百萬元,4149, 
2022,宜蘭縣,金融及保險業,銷售額,百萬元,9135, 
2022,新竹市,金融及保險業,銷售額,百萬元,21871,3918
2022,新竹縣,金融及保險業,銷售額,百萬元,15356,4018
2022,苗栗縣,金融及保險業,銷售額,百萬元,8396, 
2022,彰化縣,金融及保險業,銷售額,百萬元,21711,18015
2022,南投縣,金融及保險業,銷售額,百萬元,7699,471
2022,雲林縣,金融及保險業,銷售額,百萬元,10759, 
2022,嘉義市,金融及保險業,銷售額,百萬元,9456,168
2022,嘉義縣,金融及保險業,銷售額,百萬元,6429, 
2022,屏東縣,金融及保險業,銷售額,百萬元,10475,115
2022,花蓮縣,金融及保險業,銷售額,百萬元,4113,0
2022,臺東縣,金融及保險業,銷售額,百萬元,2857,0
2022,離島地區,金融及保險業,銷售額,百萬元,1523, 
2022,總計,不動產業,銷售額,百萬元,993830,769124
2022,臺北市,不動產業,銷售額,百萬元,194012,442591
2022,新北市,不動產業,銷售額,百萬元,161259,104830
2022,桃園市,不動產業,銷售額,百萬元,104421,33557
2022,臺中市,不動產業,銷售額,百萬元,190172,85897
2022,臺南市,不動產業,銷售額,百萬元,62765,17213
2022,高雄市,不動產業,銷售額,百萬元,98390,60246
2022,基隆市,不動產業,銷售額,百萬元,2673,520
2022,宜蘭縣,不動產業,銷售額,百萬元,12672,767
2022,新竹市,不動產業,銷售額,百萬元,30470,11556
2022,新竹縣,不動產業,銷售額,百萬元,33730,4343
2022,苗栗縣,不動產業,銷售額,百萬元,10075,1628
2022,彰化縣,不動產業,銷售額,百萬元,33693,2941
2022,南投縣,不動產業,銷售額,百萬元,4941, 
2022,雲林縣,不動產業,銷售額,百萬元,14265,437
2022,嘉義市,不動產業,銷售額,百萬元,10729,1241
2022,嘉義縣,不動產業,銷售額,百萬元,4865,117
2022,屏東縣,不動產業,銷售額,百萬元,9668,552
2022,花蓮縣,不動產業,銷售額,百萬元,7107, 
2022,臺東縣,不動產業,銷售額,百萬元,4022, 
2022,離島地區,不動產業,銷售額,百萬元,3901, 
2022,總計,專業、科學及技術服務業,銷售額,百萬元,665892,348551
2022,臺北市,專業、科學及技術服務業,銷售額,百萬元,362666,174479
2022,新北市,專業、科學及技術服務業,銷售額,百萬元,82069,40081
2022,桃園市,專業、科學及技術服務業,銷售額,百萬元,59475,3973
2022,臺中市,專業、科學及技術服務業,銷售額,百萬元,53591,9685
2022,臺南市,專業、科學及技術服務業,銷售額,百萬元,19323,4026
2022,高雄市,專業、科學及技術服務業,銷售額,百萬元,37145,2706
2022,基隆市,專業、科學及技術服務業,銷售額,百萬元,1843, 
2022,宜蘭縣,專業、科學及技術服務業,銷售額,百萬元,2540, 
2022,新竹市,專業、科學及技術服務業,銷售額,百萬元,11199,63434
2022,新竹縣,專業、科學及技術服務業,銷售額,百萬元,13335,43283
2022,苗栗縣,專業、科學及技術服務業,銷售額,百萬元,2483, 
2022,彰化縣,專業、科學及技術服務業,銷售額,百萬元,5632, 
2022,南投縣,專業、科學及技術服務業,銷售額,百萬元,1848, 
2022,雲林縣,專業、科學及技術服務業,銷售額,百萬元,3059, 
2022,嘉義市,專業、科學及技術服務業,銷售額,百萬元,1926, 
2022,嘉義縣,專業、科學及技術服務業,銷售額,百萬元,1850, 
2022,屏東縣,專業、科學及技術服務業,銷售額,百萬元,1845, 
2022,花蓮縣,專業、科學及技術服務業,銷售額,百萬元,2134, 
2022,臺東縣,專業、科學及技術服務業,銷售額,百萬元,918, 
2022,離島地區,專業、科學及技術服務業,銷售額,百萬元,1010,0
2022,總計,支援服務業,銷售額,百萬元,374504,260557
2022,臺北市,支援服務業,銷售額,百萬元,122732,227847
2022,新北市,支援服務業,銷售額,百萬元,53855,9154
2022,桃園市,支援服務業,銷售額,百萬元,40296,4652
2022,臺中市,支援服務業,銷售額,百萬元,44415,2127
2022,臺南市,支援服務業,銷售額,百萬元,19701, 
2022,高雄市,支援服務業,銷售額,百萬元,40983,10603
2022,基隆市,支援服務業,銷售額,百萬元,3012,0
2022,宜蘭縣,支援服務業,銷售額,百萬元,2702, 
2022,新竹市,支援服務業,銷售額,百萬元,9011, 
2022,新竹縣,支援服務業,銷售額,百萬元,7549, 
2022,苗栗縣,支援服務業,銷售額,百萬元,3858,0
2022,彰化縣,支援服務業,銷售額,百萬元,6161, 
2022,南投縣,支援服務業,銷售額,百萬元,1868,0
2022,雲林縣,支援服務業,銷售額,百萬元,2689,0
2022,嘉義市,支援服務業,銷售額,百萬元,2049, 
2022,嘉義縣,支援服務業,銷售額,百萬元,4890, 
2022,屏東縣,支援服務業,銷售額,百萬元,3420,0
2022,花蓮縣,支援服務業,銷售額,百萬元,1441,0
2022,臺東縣,支援服務業,銷售額,百萬元,1200, 
2022,離島地區,支援服務業,銷售額,百萬元,2670, 
2022,總計,教育業,銷售額,百萬元,26006,3249
2022,臺北市,教育業,銷售額,百萬元,9905,1456
2022,新北市,教育業,銷售額,百萬元,3923, 
2022,桃園市,教育業,銷售額,百萬元,1420, 
2022,臺中市,教育業,銷售額,百萬元,3592, 
2022,臺南市,教育業,銷售額,百萬元,1414, 
2022,高雄市,教育業,銷售額,百萬元,2458,0
2022,基隆市,教育業,銷售額,百萬元,89,0
2022,宜蘭縣,教育業,銷售額,百萬元,142,0
2022,新竹市,教育業,銷售額,百萬元,869,0
2022,新竹縣,教育業,銷售額,百萬元,626,0
2022,苗栗縣,教育業,銷售額,百萬元,157,0
2022,彰化縣,教育業,銷售額,百萬元,371,0
2022,南投縣,教育業,銷售額,百萬元,70,0
2022,雲林縣,教育業,銷售額,百萬元,180,0
2022,嘉義市,教育業,銷售額,百萬元,244,0
2022,嘉義縣,教育業,銷售額,百萬元,42,0
2022,屏東縣,教育業,銷售額,百萬元,229,0
2022,花蓮縣,教育業,銷售額,百萬元,120,0
2022,臺東縣,教育業,銷售額,百萬元,55,0
2022,離島地區,教育業,銷售額,百萬元,99,0
2022,總計,醫療保健及社會工作服務業,銷售額,百萬元,36054,3871
2022,臺北市,醫療保健及社會工作服務業,銷售額,百萬元,4073,3027
2022,新北市,醫療保健及社會工作服務業,銷售額,百萬元,2061, 
2022,桃園市,醫療保健及社會工作服務業,銷售額,百萬元,777,0
2022,臺中市,醫療保健及社會工作服務業,銷售額,百萬元,3385, 
2022,臺南市,醫療保健及社會工作服務業,銷售額,百萬元,1010,0
2022,高雄市,醫療保健及社會工作服務業,銷售額,百萬元,22523, 
2022,基隆市,醫療保健及社會工作服務業,銷售額,百萬元,100,0
2022,宜蘭縣,醫療保健及社會工作服務業,銷售額,百萬元,68,0
2022,新竹市,醫療保健及社會工作服務業,銷售額,百萬元,212, 
2022,新竹縣,醫療保健及社會工作服務業,銷售額,百萬元,406, 
2022,苗栗縣,醫療保健及社會工作服務業,銷售額,百萬元,193, 
2022,彰化縣,醫療保健及社會工作服務業,銷售額,百萬元,597,0
2022,南投縣,醫療保健及社會工作服務業,銷售額,百萬元,66,0
2022,雲林縣,醫療保健及社會工作服務業,銷售額,百萬元,175,0
2022,嘉義市,醫療保健及社會工作服務業,銷售額,百萬元,56,0
2022,嘉義縣,醫療保健及社會工作服務業,銷售額,百萬元,94,0
2022,屏東縣,醫療保健及社會工作服務業,銷售額,百萬元,122,0
2022,花蓮縣,醫療保健及社會工作服務業,銷售額,百萬元,103, 
2022,臺東縣,醫療保健及社會工作服務業,銷售額,百萬元,20,0
2022,離島地區,醫療保健及社會工作服務業,銷售額,百萬元,13,0
2022,總計,藝術、娛樂及休閒服務業,銷售額,百萬元,114018,19654
2022,臺北市,藝術、娛樂及休閒服務業,銷售額,百萬元,37238,8508
2022,新北市,藝術、娛樂及休閒服務業,銷售額,百萬元,17680,869
2022,桃園市,藝術、娛樂及休閒服務業,銷售額,百萬元,8414,1583
2022,臺中市,藝術、娛樂及休閒服務業,銷售額,百萬元,12196,968
2022,臺南市,藝術、娛樂及休閒服務業,銷售額,百萬元,7227, 
2022,高雄市,藝術、娛樂及休閒服務業,銷售額,百萬元,10370, 
2022,基隆市,藝術、娛樂及休閒服務業,銷售額,百萬元,1155, 
2022,宜蘭縣,藝術、娛樂及休閒服務業,銷售額,百萬元,2094, 
2022,新竹市,藝術、娛樂及休閒服務業,銷售額,百萬元,2365,0
2022,新竹縣,藝術、娛樂及休閒服務業,銷售額,百萬元,2172,1635
2022,苗栗縣,藝術、娛樂及休閒服務業,銷售額,百萬元,1708, 
2022,彰化縣,藝術、娛樂及休閒服務業,銷售額,百萬元,2306, 
2022,南投縣,藝術、娛樂及休閒服務業,銷售額,百萬元,1259, 
2022,雲林縣,藝術、娛樂及休閒服務業,銷售額,百萬元,1088, 
2022,嘉義市,藝術、娛樂及休閒服務業,銷售額,百萬元,1186,0
2022,嘉義縣,藝術、娛樂及休閒服務業,銷售額,百萬元,805, 
2022,屏東縣,藝術、娛樂及休閒服務業,銷售額,百萬元,2223, 
2022,花蓮縣,藝術、娛樂及休閒服務業,銷售額,百萬元,1174, 
2022,臺東縣,藝術、娛樂及休閒服務業,銷售額,百萬元,670, 
2022,離島地區,藝術、娛樂及休閒服務業,銷售額,百萬元,689,0
2022,總計,其他服務業,銷售額,百萬元,244510,28930
2022,臺北市,其他服務業,銷售額,百萬元,50625,16168
2022,新北市,其他服務業,銷售額,百萬元,29827,2958
2022,桃園市,其他服務業,銷售額,百萬元,26410,5635
2022,臺中市,其他服務業,銷售額,百萬元,30051, 
2022,臺南市,其他服務業,銷售額,百萬元,14628, 
2022,高雄市,其他服務業,銷售額,百萬元,30914,914
2022,基隆市,其他服務業,銷售額,百萬元,2615, 
2022,宜蘭縣,其他服務業,銷售額,百萬元,3426,0
2022,新竹市,其他服務業,銷售額,百萬元,9394,0
2022,新竹縣,其他服務業,銷售額,百萬元,9766, 
2022,苗栗縣,其他服務業,銷售額,百萬元,4682, 
2022,彰化縣,其他服務業,銷售額,百萬元,7650, 
2022,南投縣,其他服務業,銷售額,百萬元,2960, 
2022,雲林縣,其他服務業,銷售額,百萬元,4076,0
2022,嘉義市,其他服務業,銷售額,百萬元,4467,0
2022,嘉義縣,其他服務業,銷售額,百萬元,2557, 
2022,屏東縣,其他服務業,銷售額,百萬元,6022, 
2022,花蓮縣,其他服務業,銷售額,百萬元,2000,0
2022,臺東縣,其他服務業,銷售額,百萬元,1364, 
2022,離島地區,其他服務業,銷售額,百萬元,1078,0
2023,總計,農、林、漁、牧業與礦業及土石採取業,銷售額,百萬元,127849,42857
2023,臺北市,農、林、漁、牧業與礦業及土石採取業,銷售額,百萬元,6835,26829
2023,新北市,農、林、漁、牧業與礦業及土石採取業,銷售額,百萬元,7767,1571
2023,桃園市,農、林、漁、牧業與礦業及土石採取業,銷售額,百萬元,6643,844
2023,臺中市,農、林、漁、牧業與礦業及土石採取業,銷售額,百萬元,7846,2766
2023,臺南市,農、林、漁、牧業與礦業及土石採取業,銷售額,百萬元,9001,1591
2023,高雄市,農、林、漁、牧業與礦業及土石採取業,銷售額,百萬元,43994,4828
2023,基隆市,農、林、漁、牧業與礦業及土石採取業,銷售額,百萬元,6591,0
2023,宜蘭縣,農、林、漁、牧業與礦業及土石採取業,銷售額,百萬元,3557, 
2023,新竹市,農、林、漁、牧業與礦業及土石採取業,銷售額,百萬元,539, 
2023,新竹縣,農、林、漁、牧業與礦業及土石採取業,銷售額,百萬元,3273, 
2023,苗栗縣,農、林、漁、牧業與礦業及土石採取業,銷售額,百萬元,2947, 
2023,彰化縣,農、林、漁、牧業與礦業及土石採取業,銷售額,百萬元,3784, 
2023,南投縣,農、林、漁、牧業與礦業及土石採取業,銷售額,百萬元,4013, 
2023,雲林縣,農、林、漁、牧業與礦業及土石採取業,銷售額,百萬元,4309, 
2023,嘉義市,農、林、漁、牧業與礦業及土石採取業,銷售額,百萬元,332, 
2023,嘉義縣,農、林、漁、牧業與礦業及土石採取業,銷售額,百萬元,2972, 
2023,屏東縣,農、林、漁、牧業與礦業及土石採取業,銷售額,百萬元,6035, 
2023,花蓮縣,農、林、漁、牧業與礦業及土石採取業,銷售額,百萬元,2522, 
2023,臺東縣,農、林、漁、牧業與礦業及土石採取業,銷售額,百萬元,1976, 
2023,離島地區,農、林、漁、牧業與礦業及土石採取業,銷售額,百萬元,2915,0
2023,總計,製造業,銷售額,百萬元,5073771,13246641
2023,臺北市,製造業,銷售額,百萬元,311123,1800431
2023,新北市,製造業,銷售額,百萬元,746362,1036833
2023,桃園市,製造業,銷售額,百萬元,835957,1777461
2023,臺中市,製造業,銷售額,百萬元,822431,945397
2023,臺南市,製造業,銷售額,百萬元,411925,704433
2023,高雄市,製造業,銷售額,百萬元,570452,1591002
2023,基隆市,製造業,銷售額,百萬元,11042,14269
2023,宜蘭縣,製造業,銷售額,百萬元,61952,44898
2023,新竹市,製造業,銷售額,百萬元,94715,2846483
2023,新竹縣,製造業,銷售額,百萬元,215696,692358
2023,苗栗縣,製造業,銷售額,百萬元,157154,256538
2023,彰化縣,製造業,銷售額,百萬元,353893,434795
2023,南投縣,製造業,銷售額,百萬元,51379,99193
2023,雲林縣,製造業,銷售額,百萬元,229682,837285
2023,嘉義市,製造業,銷售額,百萬元,26668,5363
2023,嘉義縣,製造業,銷售額,百萬元,98041,42772
2023,屏東縣,製造業,銷售額,百萬元,56189,86055
2023,花蓮縣,製造業,銷售額,百萬元,12534,19277
2023,臺東縣,製造業,銷售額,百萬元,4332, 
2023,離島地區,製造業,銷售額,百萬元,2245, 
2023,總計,電力及燃氣供應業與用水供應及污染整治業,銷售額,百萬元,1344496,411852
2023,臺北市,電力及燃氣供應業與用水供應及污染整治業,銷售額,百萬元,98987,43778
2023,新北市,電力及燃氣供應業與用水供應及污染整治業,銷售額,百萬元,107549,21784
2023,桃園市,電力及燃氣供應業與用水供應及污染整治業,銷售額,百萬元,113522,56004
2023,臺中市,電力及燃氣供應業與用水供應及污染整治業,銷售額,百萬元,193756,48760
2023,臺南市,電力及燃氣供應業與用水供應及污染整治業,銷售額,百萬元,144154,33684
2023,高雄市,電力及燃氣供應業與用水供應及污染整治業,銷售額,百萬元,255753,31056
2023,基隆市,電力及燃氣供應業與用水供應及污染整治業,銷售額,百萬元,23141, 
2023,宜蘭縣,電力及燃氣供應業與用水供應及污染整治業,銷售額,百萬元,1811, 
2023,新竹市,電力及燃氣供應業與用水供應及污染整治業,銷售額,百萬元,84007, 
2023,新竹縣,電力及燃氣供應業與用水供應及污染整治業,銷售額,百萬元,13848,13077
2023,苗栗縣,電力及燃氣供應業與用水供應及污染整治業,銷售額,百萬元,162381, 
2023,彰化縣,電力及燃氣供應業與用水供應及污染整治業,銷售額,百萬元,44306,24174
2023,南投縣,電力及燃氣供應業與用水供應及污染整治業,銷售額,百萬元,22290, 
2023,雲林縣,電力及燃氣供應業與用水供應及污染整治業,銷售額,百萬元,6458,57024
2023,嘉義市,電力及燃氣供應業與用水供應及污染整治業,銷售額,百萬元,20474, 
2023,嘉義縣,電力及燃氣供應業與用水供應及污染整治業,銷售額,百萬元,4989, 
2023,屏東縣,電力及燃氣供應業與用水供應及污染整治業,銷售額,百萬元,30182,4597
2023,花蓮縣,電力及燃氣供應業與用水供應及污染整治業,銷售額,百萬元,9883, 
2023,臺東縣,電力及燃氣供應業與用水供應及污染整治業,銷售額,百萬元,3700, 
2023,離島地區,電力及燃氣供應業與用水供應及污染整治業,銷售額,百萬元,3307,0
2023,總計,營建工程業,銷售額,百萬元,2565780,1296646
2023,臺北市,營建工程業,銷售額,百萬元,358027,613678
2023,新北市,營建工程業,銷售額,百萬元,422606,162582
2023,桃園市,營建工程業,銷售額,百萬元,254627,75874
2023,臺中市,營建工程業,銷售額,百萬元,378453,155257
2023,臺南市,營建工程業,銷售額,百萬元,167893,42593
2023,高雄市,營建工程業,銷售額,百萬元,340199,152462
2023,基隆市,營建工程業,銷售額,百萬元,22969, 
2023,宜蘭縣,營建工程業,銷售額,百萬元,43409,4968
2023,新竹市,營建工程業,銷售額,百萬元,87060,29450
2023,新竹縣,營建工程業,銷售額,百萬元,67200,23402
2023,苗栗縣,營建工程業,銷售額,百萬元,49094,9639
2023,彰化縣,營建工程業,銷售額,百萬元,87549, 
2023,南投縣,營建工程業,銷售額,百萬元,30915, 
2023,雲林縣,營建工程業,銷售額,百萬元,81873,5468
2023,嘉義市,營建工程業,銷售額,百萬元,26293,5397
2023,嘉義縣,營建工程業,銷售額,百萬元,36191, 
2023,屏東縣,營建工程業,銷售額,百萬元,54235,4344
2023,花蓮縣,營建工程業,銷售額,百萬元,25845,3793
2023,臺東縣,營建工程業,銷售額,百萬元,11809, 
2023,離島地區,營建工程業,銷售額,百萬元,19531,1710
