年度,組織別,行業別,統計項目,單位,中小企業(家),大企業(家)
2015,本國公司之分公司,教育服務業,家數,家,12, 
2015,外國公司在台之分公司,教育服務業,家數,家,195, 
2015,其他,教育服務業,家數,家,613,6
2015,總計,醫療保健及社會工作服務業,家數,家,731,14
2015,股份有限公司,醫療保健及社會工作服務業,家數,家,42,8
2015,有限公司,醫療保健及社會工作服務業,家數,家,89, 
2015,無限公司,醫療保健及社會工作服務業,家數,家,0,0
2015,兩合公司,醫療保健及社會工作服務業,家數,家,0,0
2015,合夥,醫療保健及社會工作服務業,家數,家,7,0
2015,獨資,醫療保健及社會工作服務業,家數,家,440,0
2015,本國公司之分公司,醫療保健及社會工作服務業,家數,家, ,0
2015,外國公司在台之分公司,醫療保健及社會工作服務業,家數,家, ,0
2015,其他,醫療保健及社會工作服務業,家數,家,145, 
2015,總計,藝術、娛樂及休閒服務業,家數,家,25304,121
2015,股份有限公司,藝術、娛樂及休閒服務業,家數,家,622,57
2015,有限公司,藝術、娛樂及休閒服務業,家數,家,2454,8
2015,無限公司,藝術、娛樂及休閒服務業,家數,家, ,0
2015,兩合公司,藝術、娛樂及休閒服務業,家數,家, ,0
2015,合夥,藝術、娛樂及休閒服務業,家數,家,304, 
2015,獨資,藝術、娛樂及休閒服務業,家數,家,21164, 
2015,本國公司之分公司,藝術、娛樂及休閒服務業,家數,家,39,8
2015,外國公司在台之分公司,藝術、娛樂及休閒服務業,家數,家,199,26
2015,其他,藝術、娛樂及休閒服務業,家數,家,519,19
2015,總計,其他服務業,家數,家,80883,194
2015,股份有限公司,其他服務業,家數,家,663,67
2015,有限公司,其他服務業,家數,家,4107,15
2015,無限公司,其他服務業,家數,家,0,0
2015,兩合公司,其他服務業,家數,家,0,0
2015,合夥,其他服務業,家數,家,1336,0
2015,獨資,其他服務業,家數,家,73179,0
2015,本國公司之分公司,其他服務業,家數,家,18, 
2015,外國公司在台之分公司,其他服務業,家數,家,353,43
2015,其他,其他服務業,家數,家,1227,67
2016,總計,農林漁牧業,家數,家,11446,66
2016,股份有限公司,農林漁牧業,家數,家,1207,46
2016,有限公司,農林漁牧業,家數,家,1463,12
2016,無限公司,農林漁牧業,家數,家,0,0
2016,兩合公司,農林漁牧業,家數,家, ,0
2016,合夥,農林漁牧業,家數,家,584,0
2016,獨資,農林漁牧業,家數,家,7903,0
2016,本國公司之分公司,農林漁牧業,家數,家,34,0
2016,外國公司在台之分公司,農林漁牧業,家數,家,7, 
2016,其他,農林漁牧業,家數,家,245,7
2016,總計,礦業及土石採取業,家數,家,1103,31
2016,股份有限公司,礦業及土石採取業,家數,家,295,30
2016,有限公司,礦業及土石採取業,家數,家,448, 
2016,無限公司,礦業及土石採取業,家數,家,0,0
2016,兩合公司,礦業及土石採取業,家數,家,0,0
2016,合夥,礦業及土石採取業,家數,家,54,0
2016,獨資,礦業及土石採取業,家數,家,267,0
2016,本國公司之分公司,礦業及土石採取業,家數,家,10,0
2016,外國公司在台之分公司,礦業及土石採取業,家數,家, ,0
2016,其他,礦業及土石採取業,家數,家,28,0
2016,總計,製造業,家數,家,143184,5787
2016,股份有限公司,製造業,家數,家,29360,5582
2016,有限公司,製造業,家數,家,61106,170
2016,無限公司,製造業,家數,家, ,0
2016,兩合公司,製造業,家數,家, ,0
2016,合夥,製造業,家數,家,3466,0
2016,獨資,製造業,家數,家,47093, 
2016,本國公司之分公司,製造業,家數,家,775,0
2016,外國公司在台之分公司,製造業,家數,家,329,17
2016,其他,製造業,家數,家,1048,16
2016,總計,電力及燃氣供應業,家數,家,839,134
2016,股份有限公司,電力及燃氣供應業,家數,家,201,77
2016,有限公司,電力及燃氣供應業,家數,家,467,8
2016,無限公司,電力及燃氣供應業,家數,家,0,0
2016,兩合公司,電力及燃氣供應業,家數,家,0,0
2016,合夥,電力及燃氣供應業,家數,家,10,0
2016,獨資,電力及燃氣供應業,家數,家,108, 
2016,本國公司之分公司,電力及燃氣供應業,家數,家,10,9
2016,外國公司在台之分公司,電力及燃氣供應業,家數,家,0,0
2016,其他,電力及燃氣供應業,家數,家,43,39
2016,總計,用水供應及污染整治業,家數,家,7250,295
2016,股份有限公司,用水供應及污染整治業,家數,家,568,130
2016,有限公司,用水供應及污染整治業,家數,家,3025,87
2016,無限公司,用水供應及污染整治業,家數,家, ,0
2016,兩合公司,用水供應及污染整治業,家數,家,0,0
2016,合夥,用水供應及污染整治業,家數,家,118, 
2016,獨資,用水供應及污染整治業,家數,家,3391,0
2016,本國公司之分公司,用水供應及污染整治業,家數,家,43,6
2016,外國公司在台之分公司,用水供應及污染整治業,家數,家,9, 
2016,其他,用水供應及污染整治業,家數,家,95,70
2016,總計,營建工程業,家數,家,120828,1216
2016,股份有限公司,營建工程業,家數,家,5829,878
2016,有限公司,營建工程業,家數,家,53543,302
2016,無限公司,營建工程業,家數,家,13,0
2016,兩合公司,營建工程業,家數,家, ,0
2016,合夥,營建工程業,家數,家,3437,0
2016,獨資,營建工程業,家數,家,57403, 
2016,本國公司之分公司,營建工程業,家數,家,177,0
2016,外國公司在台之分公司,營建工程業,家數,家,113,19
2016,其他,營建工程業,家數,家,312,12
2016,總計,批發及零售業,家數,家,682218,17111
2016,股份有限公司,批發及零售業,家數,家,45112,7491
2016,有限公司,批發及零售業,家數,家,216891,5785
2016,無限公司,批發及零售業,家數,家,50,0
2016,兩合公司,批發及零售業,家數,家,10,0
2016,合夥,批發及零售業,家數,家,11671,78
2016,獨資,批發及零售業,家數,家,365942,95
2016,本國公司之分公司,批發及零售業,家數,家,21873,1648
2016,外國公司在台之分公司,批發及零售業,家數,家,2253,523
2016,其他,批發及零售業,家數,家,18416,1491
2016,總計,運輸及倉儲業,家數,家,31266,1105
2016,股份有限公司,運輸及倉儲業,家數,家,4197,579
2016,有限公司,運輸及倉儲業,家數,家,9767,209
2016,無限公司,運輸及倉儲業,家數,家, ,0
2016,兩合公司,運輸及倉儲業,家數,家, ,0
2016,合夥,運輸及倉儲業,家數,家,737, 
2016,獨資,運輸及倉儲業,家數,家,11609,0
2016,本國公司之分公司,運輸及倉儲業,家數,家,808,71
2016,外國公司在台之分公司,運輸及倉儲業,家數,家,64,52
2016,其他,運輸及倉儲業,家數,家,4082,191
2016,總計,住宿及餐飲業,家數,家,150893,547
2016,股份有限公司,住宿及餐飲業,家數,家,2429,270
2016,有限公司,住宿及餐飲業,家數,家,7369,86
2016,無限公司,住宿及餐飲業,家數,家, ,0
2016,兩合公司,住宿及餐飲業,家數,家, ,0
2016,合夥,住宿及餐飲業,家數,家,4730,8
2016,獨資,住宿及餐飲業,家數,家,130166, 
2016,本國公司之分公司,住宿及餐飲業,家數,家,3396,138
2016,外國公司在台之分公司,住宿及餐飲業,家數,家,83,6
2016,其他,住宿及餐飲業,家數,家,2715,38
2016,總計,出版、影音製作、傳播及資通訊服務業,家數,家,19642,774
2016,股份有限公司,出版、影音製作、傳播及資通訊服務業,家數,家,4885,546
2016,有限公司,出版、影音製作、傳播及資通訊服務業,家數,家,9541,71
2016,無限公司,出版、影音製作、傳播及資通訊服務業,家數,家, ,0
2016,兩合公司,出版、影音製作、傳播及資通訊服務業,家數,家, ,0
2016,合夥,出版、影音製作、傳播及資通訊服務業,家數,家,247,0
2016,獨資,出版、影音製作、傳播及資通訊服務業,家數,家,3372, 
2016,本國公司之分公司,出版、影音製作、傳播及資通訊服務業,家數,家,314,49
2016,外國公司在台之分公司,出版、影音製作、傳播及資通訊服務業,家數,家,361,56
2016,其他,出版、影音製作、傳播及資通訊服務業,家數,家,917,51
2016,總計,金融及保險業,家數,家,16850,2478
2016,股份有限公司,金融及保險業,家數,家,4981,541
2016,有限公司,金融及保險業,家數,家,4811,22
2016,無限公司,金融及保險業,家數,家, ,0
2016,兩合公司,金融及保險業,家數,家, ,0
2016,合夥,金融及保險業,家數,家,143,0
2016,獨資,金融及保險業,家數,家,2085,0
2016,本國公司之分公司,金融及保險業,家數,家,3363,1449
2016,外國公司在台之分公司,金融及保險業,家數,家,267,67
2016,其他,金融及保險業,家數,家,1194,399
2016,總計,不動產業,家數,家,35157,1446
2016,股份有限公司,不動產業,家數,家,9821,962
2016,有限公司,不動產業,家數,家,17433,345
2016,無限公司,不動產業,家數,家,8,0
2016,兩合公司,不動產業,家數,家, ,0
2016,合夥,不動產業,家數,家,693, 
2016,獨資,不動產業,家數,家,3935,17
2016,本國公司之分公司,不動產業,家數,家,534,22
2016,外國公司在台之分公司,不動產業,家數,家,380,8
2016,其他,不動產業,家數,家,2351,89
2016,總計,專業、科學及技術服務業,家數,家,46523,762
2016,股份有限公司,專業、科學及技術服務業,家數,家,6259,461
2016,有限公司,專業、科學及技術服務業,家數,家,24774,136
2016,無限公司,專業、科學及技術服務業,家數,家,8,0
2016,兩合公司,專業、科學及技術服務業,家數,家, ,0
2016,合夥,專業、科學及技術服務業,家數,家,654, 
2016,獨資,專業、科學及技術服務業,家數,家,13536, 
2016,本國公司之分公司,專業、科學及技術服務業,家數,家,269,22
2016,外國公司在台之分公司,專業、科學及技術服務業,家數,家,451,81
2016,其他,專業、科學及技術服務業,家數,家,571,58
2016,總計,支援服務業,家數,家,30126,525
2016,股份有限公司,支援服務業,家數,家,2767,310
2016,有限公司,支援服務業,家數,家,11211,123
2016,無限公司,支援服務業,家數,家, ,0
2016,兩合公司,支援服務業,家數,家,0,0
2016,合夥,支援服務業,家數,家,524, 
2016,獨資,支援服務業,家數,家,13511,0
2016,本國公司之分公司,支援服務業,家數,家,1312,57
2016,外國公司在台之分公司,支援服務業,家數,家,58,16
2016,其他,支援服務業,家數,家,742,18
2016,總計,教育業,家數,家,2417,16
2016,股份有限公司,教育業,家數,家,204, 
2016,有限公司,教育業,家數,家,742, 
2016,無限公司,教育業,家數,家,0,0
2016,兩合公司,教育業,家數,家,0,0
2016,合夥,教育業,家數,家,31,0
2016,獨資,教育業,家數,家,516,0
2016,本國公司之分公司,教育業,家數,家,187, 
2016,外國公司在台之分公司,教育業,家數,家,12, 
2016,其他,教育業,家數,家,725,6
2016,總計,醫療保健及社會工作服務業,家數,家,766,19
2016,股份有限公司,醫療保健及社會工作服務業,家數,家,47,9
2016,有限公司,醫療保健及社會工作服務業,家數,家,90, 
2016,無限公司,醫療保健及社會工作服務業,家數,家,0,0
2016,兩合公司,醫療保健及社會工作服務業,家數,家,0,0
2016,合夥,醫療保健及社會工作服務業,家數,家,7,0
2016,獨資,醫療保健及社會工作服務業,家數,家,474,0
2016,本國公司之分公司,醫療保健及社會工作服務業,家數,家, ,0
2016,外國公司在台之分公司,醫療保健及社會工作服務業,家數,家, , 
2016,其他,醫療保健及社會工作服務業,家數,家,144,7
2016,總計,藝術、娛樂及休閒服務業,家數,家,25464,130
2016,股份有限公司,藝術、娛樂及休閒服務業,家數,家,680,62
2016,有限公司,藝術、娛樂及休閒服務業,家數,家,2719, 
2016,無限公司,藝術、娛樂及休閒服務業,家數,家, ,0
2016,兩合公司,藝術、娛樂及休閒服務業,家數,家, ,0
2016,合夥,藝術、娛樂及休閒服務業,家數,家,337,0
2016,獨資,藝術、娛樂及休閒服務業,家數,家,20864, 
2016,本國公司之分公司,藝術、娛樂及休閒服務業,家數,家,229,29
2016,外國公司在台之分公司,藝術、娛樂及休閒服務業,家數,家,39,12
2016,其他,藝術、娛樂及休閒服務業,家數,家,592,20
2016,總計,其他服務業,家數,家,82407,203
2016,股份有限公司,其他服務業,家數,家,678,71
2016,有限公司,其他服務業,家數,家,4319,18
2016,無限公司,其他服務業,家數,家,0,0
2016,兩合公司,其他服務業,家數,家,0,0
2016,合夥,其他服務業,家數,家,1435,0
2016,獨資,其他服務業,家數,家,74264, 
2016,本國公司之分公司,其他服務業,家數,家,357,42
2016,外國公司在台之分公司,其他服務業,家數,家,21, 
2016,其他,其他服務業,家數,家,1333,67
2017,總計,農林漁牧業,家數,家,11899,73
2017,股份有限公司,農林漁牧業,家數,家,1181,51
2017,有限公司,農林漁牧業,家數,家,1573,11
2017,無限公司,農林漁牧業,家數,家,0,0
2017,兩合公司,農林漁牧業,家數,家, ,0
2017,合夥,農林漁牧業,家數,家,594,0
2017,獨資,農林漁牧業,家數,家,8259, 
2017,本國公司之分公司,農林漁牧業,家數,家,35,0
2017,外國公司在台之分公司,農林漁牧業,家數,家,8, 
2017,其他,農林漁牧業,家數,家,247,9
2017,總計,礦業及土石採取業,家數,家,1079,29
2017,股份有限公司,礦業及土石採取業,家數,家,287,28
2017,有限公司,礦業及土石採取業,家數,家,439, 
2017,無限公司,礦業及土石採取業,家數,家, ,0
2017,兩合公司,礦業及土石採取業,家數,家,0,0
2017,合夥,礦業及土石採取業,家數,家,53,0
2017,獨資,礦業及土石採取業,家數,家,259,0
2017,本國公司之分公司,礦業及土石採取業,家數,家,10,0
2017,外國公司在台之分公司,礦業及土石採取業,家數,家, ,0
2017,其他,礦業及土石採取業,家數,家,28,0
2017,總計,製造業,家數,家,143429,5893
2017,股份有限公司,製造業,家數,家,29340,5673
2017,有限公司,製造業,家數,家,62078,183
2017,無限公司,製造業,家數,家,8,0
2017,兩合公司,製造業,家數,家,0,0
2017,合夥,製造業,家數,家,3578,0
2017,獨資,製造業,家數,家,46233, 
2017,本國公司之分公司,製造業,家數,家,771,0
2017,外國公司在台之分公司,製造業,家數,家,352,18
2017,其他,製造業,家數,家,1069,17
2017,總計,電力及燃氣供應業,家數,家,1055,140
2017,股份有限公司,電力及燃氣供應業,家數,家,252,84
2017,有限公司,電力及燃氣供應業,家數,家,612,8
2017,無限公司,電力及燃氣供應業,家數,家,0,0
2017,兩合公司,電力及燃氣供應業,家數,家, ,0
2017,合夥,電力及燃氣供應業,家數,家,15,0
2017,獨資,電力及燃氣供應業,家數,家,119, 
2017,本國公司之分公司,電力及燃氣供應業,家數,家,10,10
2017,外國公司在台之分公司,電力及燃氣供應業,家數,家,0,0
2017,其他,電力及燃氣供應業,家數,家,46,37
2017,總計,用水供應及污染整治業,家數,家,7268,335
2017,股份有限公司,用水供應及污染整治業,家數,家,560,137
2017,有限公司,用水供應及污染整治業,家數,家,3088,113
2017,無限公司,用水供應及污染整治業,家數,家, ,0
2017,兩合公司,用水供應及污染整治業,家數,家,0,0
2017,合夥,用水供應及污染整治業,家數,家,121, 
2017,獨資,用水供應及污染整治業,家數,家,3352, 
2017,本國公司之分公司,用水供應及污染整治業,家數,家,41,9
2017,外國公司在台之分公司,用水供應及污染整治業,家數,家,9, 
2017,其他,用水供應及污染整治業,家數,家,96,72
2017,總計,營建工程業,家數,家,124897,1234
2017,股份有限公司,營建工程業,家數,家,5994,894
2017,有限公司,營建工程業,家數,家,55960,305
2017,無限公司,營建工程業,家數,家,8,0
2017,兩合公司,營建工程業,家數,家, ,0
2017,合夥,營建工程業,家數,家,3536,0
2017,獨資,營建工程業,家數,家,58824, 
2017,本國公司之分公司,營建工程業,家數,家,155,0
2017,外國公司在台之分公司,營建工程業,家數,家,106,18
2017,其他,營建工程業,家數,家,313,12
2017,總計,批發及零售業,家數,家,689038,17746
2017,股份有限公司,批發及零售業,家數,家,45474,7638
2017,有限公司,批發及零售業,家數,家,222734,6088
2017,無限公司,批發及零售業,家數,家,52,0
2017,兩合公司,批發及零售業,家數,家,7,0
2017,合夥,批發及零售業,家數,家,11997,88
2017,獨資,批發及零售業,家數,家,366405,102
2017,本國公司之分公司,批發及零售業,家數,家,21725,1691
2017,外國公司在台之分公司,批發及零售業,家數,家,2282,527
2017,其他,批發及零售業,家數,家,18362,1612
2017,總計,運輸及倉儲業,家數,家,31979,1132
2017,股份有限公司,運輸及倉儲業,家數,家,4228,603
2017,有限公司,運輸及倉儲業,家數,家,9951,203
2017,無限公司,運輸及倉儲業,家數,家, ,0
2017,兩合公司,運輸及倉儲業,家數,家, ,0
2017,合夥,運輸及倉儲業,家數,家,745, 
2017,獨資,運輸及倉儲業,家數,家,11553,0
2017,本國公司之分公司,運輸及倉儲業,家數,家,775,68
2017,外國公司在台之分公司,運輸及倉儲業,家數,家,55,52
2017,其他,運輸及倉儲業,家數,家,4669,203
2017,總計,住宿及餐飲業,家數,家,157388,581
2017,股份有限公司,住宿及餐飲業,家數,家,2665,275
2017,有限公司,住宿及餐飲業,家數,家,8271,88
2017,無限公司,住宿及餐飲業,家數,家, ,0
2017,兩合公司,住宿及餐飲業,家數,家,0,0
2017,合夥,住宿及餐飲業,家數,家,5086,9
2017,獨資,住宿及餐飲業,家數,家,134842, 
2017,本國公司之分公司,住宿及餐飲業,家數,家,3460,159
2017,外國公司在台之分公司,住宿及餐飲業,家數,家,85,7
2017,其他,住宿及餐飲業,家數,家,2974,42
2017,總計,出版、影音製作、傳播及資通訊服務業,家數,家,20808,804
2017,股份有限公司,出版、影音製作、傳播及資通訊服務業,家數,家,5178,565
2017,有限公司,出版、影音製作、傳播及資通訊服務業,家數,家,10340,78
2017,無限公司,出版、影音製作、傳播及資通訊服務業,家數,家, ,0
2017,兩合公司,出版、影音製作、傳播及資通訊服務業,家數,家, ,0
2017,合夥,出版、影音製作、傳播及資通訊服務業,家數,家,244,0
2017,獨資,出版、影音製作、傳播及資通訊服務業,家數,家,3383,0
2017,本國公司之分公司,出版、影音製作、傳播及資通訊服務業,家數,家,306,50
2017,外國公司在台之分公司,出版、影音製作、傳播及資通訊服務業,家數,家,397,60
2017,其他,出版、影音製作、傳播及資通訊服務業,家數,家,954,51
2017,總計,金融及保險業,家數,家,17372,2559
2017,股份有限公司,金融及保險業,家數,家,5176,545
2017,有限公司,金融及保險業,家數,家,5293,24
2017,無限公司,金融及保險業,家數,家, ,0
2017,兩合公司,金融及保險業,家數,家, ,0
2017,合夥,金融及保險業,家數,家,145,0
2017,獨資,金融及保險業,家數,家,2076,0
2017,本國公司之分公司,金融及保險業,家數,家,3202,1520
2017,外國公司在台之分公司,金融及保險業,家數,家,275,68
2017,其他,金融及保險業,家數,家,1201,402
2017,總計,不動產業,家數,家,35973,1542
2017,股份有限公司,不動產業,家數,家,10087,1072
2017,有限公司,不動產業,家數,家,18050,337
2017,無限公司,不動產業,家數,家,6,0
2017,兩合公司,不動產業,家數,家, ,0
2017,合夥,不動產業,家數,家,689, 
2017,獨資,不動產業,家數,家,3894,9
2017,本國公司之分公司,不動產業,家數,家,409,23
2017,外國公司在台之分公司,不動產業,家數,家,396,6
2017,其他,不動產業,家數,家,2439,93
2017,總計,專業、科學及技術服務業,家數,家,48397,808
2017,股份有限公司,專業、科學及技術服務業,家數,家,6537,488
2017,有限公司,專業、科學及技術服務業,家數,家,25986,159
2017,無限公司,專業、科學及技術服務業,家數,家,10,0
2017,兩合公司,專業、科學及技術服務業,家數,家, ,0
2017,合夥,專業、科學及技術服務業,家數,家,663,0
2017,獨資,專業、科學及技術服務業,家數,家,13856, 
2017,本國公司之分公司,專業、科學及技術服務業,家數,家,253,23
2017,外國公司在台之分公司,專業、科學及技術服務業,家數,家,467,76
2017,其他,專業、科學及技術服務業,家數,家,624,59
2017,總計,支援服務業,家數,家,31097,547
2017,股份有限公司,支援服務業,家數,家,2849,333
2017,有限公司,支援服務業,家數,家,11856,126
2017,無限公司,支援服務業,家數,家, ,0
2017,兩合公司,支援服務業,家數,家,0,0
2017,合夥,支援服務業,家數,家,536, 
2017,獨資,支援服務業,家數,家,13700, 
2017,本國公司之分公司,支援服務業,家數,家,1323,56
2017,外國公司在台之分公司,支援服務業,家數,家,64,15
2017,其他,支援服務業,家數,家,768,14
2017,總計,教育業,家數,家,2780,17
2017,股份有限公司,教育業,家數,家,240, 
2017,有限公司,教育業,家數,家,888, 
2017,無限公司,教育業,家數,家, ,0
2017,兩合公司,教育業,家數,家,0,0
2017,合夥,教育業,家數,家,32,0
2017,獨資,教育業,家數,家,621,0
2017,本國公司之分公司,教育業,家數,家,179, 
2017,外國公司在台之分公司,教育業,家數,家,10, 
2017,其他,教育業,家數,家,809,6
2017,總計,醫療保健及社會工作服務業,家數,家,1007,20
2017,股份有限公司,醫療保健及社會工作服務業,家數,家,51,8
2017,有限公司,醫療保健及社會工作服務業,家數,家,97, 
2017,無限公司,醫療保健及社會工作服務業,家數,家,0,0
2017,兩合公司,醫療保健及社會工作服務業,家數,家,0,0
2017,合夥,醫療保健及社會工作服務業,家數,家,36,0
2017,獨資,醫療保健及社會工作服務業,家數,家,602, 
2017,本國公司之分公司,醫療保健及社會工作服務業,家數,家, ,0
2017,外國公司在台之分公司,醫療保健及社會工作服務業,家數,家, ,0
2017,其他,醫療保健及社會工作服務業,家數,家,215,9
2017,總計,藝術、娛樂及休閒服務業,家數,家,27733,158
2017,股份有限公司,藝術、娛樂及休閒服務業,家數,家,738,67
2017,有限公司,藝術、娛樂及休閒服務業,家數,家,2996,14
2017,無限公司,藝術、娛樂及休閒服務業,家數,家, ,0
2017,兩合公司,藝術、娛樂及休閒服務業,家數,家, ,0
2017,合夥,藝術、娛樂及休閒服務業,家數,家,399,0
2017,獨資,藝術、娛樂及休閒服務業,家數,家,22627, 
2017,本國公司之分公司,藝術、娛樂及休閒服務業,家數,家,248,37
2017,外國公司在台之分公司,藝術、娛樂及休閒服務業,家數,家,50,13
2017,其他,藝術、娛樂及休閒服務業,家數,家,672,25
2017,總計,其他服務業,家數,家,84417,199
2017,股份有限公司,其他服務業,家數,家,701,69
2017,有限公司,其他服務業,家數,家,4582,18
2017,無限公司,其他服務業,家數,家,0,0
2017,兩合公司,其他服務業,家數,家,0,0
2017,合夥,其他服務業,家數,家,1536,0
2017,獨資,其他服務業,家數,家,75865, 
2017,本國公司之分公司,其他服務業,家數,家,350,40
2017,外國公司在台之分公司,其他服務業,家數,家,19, 
2017,其他,其他服務業,家數,家,1364,67
2018,總計,農林漁牧業,家數,家,11288,78
2018,股份有限公司,農林漁牧業,家數,家,1192,57
2018,有限公司,農林漁牧業,家數,家,1623,11
2018,無限公司,農林漁牧業,家數,家,0,0
2018,兩合公司,農林漁牧業,家數,家, ,0
2018,合夥,農林漁牧業,家數,家,475,0
2018,獨資,農林漁牧業,家數,家,7715, 
2018,本國公司之分公司,農林漁牧業,家數,家,32,0
2018,外國公司在台之分公司,農林漁牧業,家數,家,8, 
2018,其他,農林漁牧業,家數,家,241,8
2018,總計,礦業及土石採取業,家數,家,1064,29
2018,股份有限公司,礦業及土石採取業,家數,家,285,28
2018,有限公司,礦業及土石採取業,家數,家,434, 
2018,無限公司,礦業及土石採取業,家數,家,0,0
2018,兩合公司,礦業及土石採取業,家數,家,0,0
2018,合夥,礦業及土石採取業,家數,家,52,0
2018,獨資,礦業及土石採取業,家數,家,255,0
2018,本國公司之分公司,礦業及土石採取業,家數,家,9,0
2018,外國公司在台之分公司,礦業及土石採取業,家數,家, ,0
2018,其他,礦業及土石採取業,家數,家,27,0
2018,總計,製造業,家數,家,143853,5968
2018,股份有限公司,製造業,家數,家,29566,5740
2018,有限公司,製造業,家數,家,62817,188
2018,無限公司,製造業,家數,家,6,0
2018,兩合公司,製造業,家數,家,0,0
2018,合夥,製造業,家數,家,3746,0
2018,獨資,製造業,家數,家,45487, 
2018,本國公司之分公司,製造業,家數,家,792,0
2018,外國公司在台之分公司,製造業,家數,家,372,22
2018,其他,製造業,家數,家,1067,16
2018,總計,電力及燃氣供應業,家數,家,1322,158
2018,股份有限公司,電力及燃氣供應業,家數,家,328,97
2018,有限公司,電力及燃氣供應業,家數,家,746,10
2018,無限公司,電力及燃氣供應業,家數,家,0,0
2018,兩合公司,電力及燃氣供應業,家數,家,0,0
2018,合夥,電力及燃氣供應業,家數,家,18,0
2018,獨資,電力及燃氣供應業,家數,家,171,0
2018,本國公司之分公司,電力及燃氣供應業,家數,家,15,10
2018,外國公司在台之分公司,電力及燃氣供應業,家數,家,0,0
2018,其他,電力及燃氣供應業,家數,家,44,41
2018,總計,用水供應及污染整治業,家數,家,7383,357
2018,股份有限公司,用水供應及污染整治業,家數,家,563,150
2018,有限公司,用水供應及污染整治業,家數,家,3169,123
2018,無限公司,用水供應及污染整治業,家數,家,0,0
2018,兩合公司,用水供應及污染整治業,家數,家,0,0
2018,合夥,用水供應及污染整治業,家數,家,120, 
2018,獨資,用水供應及污染整治業,家數,家,3386,0
2018,本國公司之分公司,用水供應及污染整治業,家數,家,40,10
2018,外國公司在台之分公司,用水供應及污染整治業,家數,家,9, 
2018,其他,用水供應及污染整治業,家數,家,96,70
2018,總計,營建工程業,家數,家,128646,1258
2018,股份有限公司,營建工程業,家數,家,6127,905
2018,有限公司,營建工程業,家數,家,57548,318
2018,無限公司,營建工程業,家數,家,9,0
2018,兩合公司,營建工程業,家數,家, ,0
2018,合夥,營建工程業,家數,家,3730,0
2018,獨資,營建工程業,家數,家,60657, 
2018,本國公司之分公司,營建工程業,家數,家,164,0
2018,外國公司在台之分公司,營建工程業,家數,家,105,18
2018,其他,營建工程業,家數,家,305,12
2018,總計,批發及零售業,家數,家,693019,18515
2018,股份有限公司,批發及零售業,家數,家,45654,7897
2018,有限公司,批發及零售業,家數,家,226907,6389
2018,無限公司,批發及零售業,家數,家,51, 
2018,兩合公司,批發及零售業,家數,家,6,0
2018,合夥,批發及零售業,家數,家,12484,91
2018,獨資,批發及零售業,家數,家,365715,90
2018,本國公司之分公司,批發及零售業,家數,家,21936,1781
2018,外國公司在台之分公司,批發及零售業,家數,家,2355,519
2018,其他,批發及零售業,家數,家,17911,1747
2018,總計,運輸及倉儲業,家數,家,32443,1211
2018,股份有限公司,運輸及倉儲業,家數,家,4233,633
2018,有限公司,運輸及倉儲業,家數,家,10115,238
2018,無限公司,運輸及倉儲業,家數,家, ,0
2018,兩合公司,運輸及倉儲業,家數,家, ,0
2018,合夥,運輸及倉儲業,家數,家,749, 
2018,獨資,運輸及倉儲業,家數,家,11381,0
2018,本國公司之分公司,運輸及倉儲業,家數,家,790,64
2018,外國公司在台之分公司,運輸及倉儲業,家數,家,63,56
2018,其他,運輸及倉儲業,家數,家,5110,215
2018,總計,住宿及餐飲業,家數,家,163617,620
2018,股份有限公司,住宿及餐飲業,家數,家,2832,290
2018,有限公司,住宿及餐飲業,家數,家,8716,94
2018,無限公司,住宿及餐飲業,家數,家, ,0
2018,兩合公司,住宿及餐飲業,家數,家, ,0
2018,合夥,住宿及餐飲業,家數,家,5520,10
2018,獨資,住宿及餐飲業,家數,家,139682, 
2018,本國公司之分公司,住宿及餐飲業,家數,家,3606,172
2018,外國公司在台之分公司,住宿及餐飲業,家數,家,88,9
2018,其他,住宿及餐飲業,家數,家,3168,43
2018,總計,出版、影音製作、傳播及資通訊服務業,家數,家,21982,879
2018,股份有限公司,出版、影音製作、傳播及資通訊服務業,家數,家,5353,601
2018,有限公司,出版、影音製作、傳播及資通訊服務業,家數,家,11100,92
2018,無限公司,出版、影音製作、傳播及資通訊服務業,家數,家, ,0
2018,兩合公司,出版、影音製作、傳播及資通訊服務業,家數,家, ,0
2018,合夥,出版、影音製作、傳播及資通訊服務業,家數,家,255,0
2018,獨資,出版、影音製作、傳播及資通訊服務業,家數,家,3464,0
2018,本國公司之分公司,出版、影音製作、傳播及資通訊服務業,家數,家,295,50
2018,外國公司在台之分公司,出版、影音製作、傳播及資通訊服務業,家數,家,423,67
2018,其他,出版、影音製作、傳播及資通訊服務業,家數,家,1088,69
2018,總計,金融及保險業,家數,家,17964,2702
2018,股份有限公司,金融及保險業,家數,家,5512,563
2018,有限公司,金融及保險業,家數,家,5689,27
2018,無限公司,金融及保險業,家數,家, ,0
2018,兩合公司,金融及保險業,家數,家, ,0
2018,合夥,金融及保險業,家數,家,142,0
2018,獨資,金融及保險業,家數,家,2080,0
2018,本國公司之分公司,金融及保險業,家數,家,3034,1638
2018,外國公司在台之分公司,金融及保險業,家數,家,284,71
2018,其他,金融及保險業,家數,家,1220,403
2018,總計,不動產業,家數,家,37171,1777
2018,股份有限公司,不動產業,家數,家,10319,1201
